Title,Author,ISBN-13,Year,Original Publisher,Updated Edition,Publisher/Stable URL,MLA 8 Citation,Free Online Copy,Buy,Google Books,Goodreads,WorldCat,Horror Lex Summary,Films Discussed,Tags,HL Recommended,Photo
Horror and the Horror Film,"Kawin, Bruce F.","9780857284495 (hardcover)
9780857284501 (paperback)
9780857282415 (ebook)",2012,Anthem Press,,https://www.anthempress.com/horror-and-the-horror-film-hb,"Kawin, Bruce F. Horror and the Horror Film. Anthem Press, 2012.",,,https://www.google.com/books/edition/Horror_and_the_Horror_Film/guHGBgAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/13809603-horror-and-the-horror-films,http://www.worldcat.org/oclc/811002081,,,,,KAWBRU2012
Selected Film Essays and Interviews,"Kawin, Bruce F.","9780857283047 (hardcover)
9780857283054 (paperback)
9780857283146 (ebook)",2013,Anthem Press,,https://www.anthempress.com/selected-film-essays-and-interviews-pb,"Kawin, Bruce F. Selected Film Essays and Interviews. Anthem Press, 2013.",,,https://books.google.com/books?id=lwHHBgAAQBAJ&dq=%22take+one%22+fury+kawin,https://www.goodreads.com/book/show/17867993-selected-film-essays-and-interviews,http://www.worldcat.org/oclc/818415257,,"The Day the Earth Stood Still (1951)
The Fury (1978)
The Last Wave (1977)
The Mummy (1932)
The Mummy's Hand (1940)
The Mummy’s Tomb (1942)
Piranha (1978)
The Thing from Another World (1951)
Vampyr (1932)
The Wolf Man (1941)",violence,,KAWBRU2013
The Unseen Force: The Films of Sam Raimi,"Muir, John Kenneth",9781557836076 (paperback),2004,Applause Theatre & Cinema Books,,http://applausebooks.com/books/9781557836076,"Muir, John Kenneth. The Unseen Force: The Films of Sam Raimi. Applause Theatre & Cinema Books, 2004.",https://archive.org/details/unseenforcefi00muir [Internet Archive Lending Library],,https://www.google.com/books/edition/The_Unseen_Force/QcgQuCURvGgC?kptab=editions&sa=X&ved=2ahUKEwiQtM6hj6PrAhU2gnIEHY8IA6AQmBYwAHoECAIQCA,https://www.goodreads.com/book/show/1129806.The_Unseen_Force,http://www.worldcat.org/oclc/475549799,,"Army of Darkness (1992)
Crimewave (1985)
Darkman (1990)
The Evil Dead (1981)
Evil Dead II (1987)
The Gift (2000)
A Simple Plan (1998)",Sam Raimi,,MUIJOH2004
"Horror Films FAQ: All That's Left to Know About Slashers, Vampires, Zombies, Aliens, & More","Muir, John Kenneth","9781557839503 (paperback)
9781480366817 (ebook)",2013,Applause Theatre & Cinema Books,,http://applausebooks.com/books/9781557839503,"Muir, John Kenneth. Horror Films FAQ: All That's Left to Know About Slashers, Vampires, Zombies, Aliens, & More. Applause Theatre & Cinema Books, 2013.",,,https://www.google.com/books/edition/Horror_Films_FAQ/feXpAgAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjB8qaXkaPrAhWPoXIEHSCfDSgQmBYwAHoECAEQCA,https://www.goodreads.com/book/show/17591544-horror-films-faq,http://www.worldcat.org/oclc/829738493,,,,,MUIJOH2013
The Zombie Film: From White Zombie to World War Z,"Silver, Alain and James Ursini",9780879108878 (paperback),2014,Applause Theatre & Cinema Books,,,"Silver, Alain, and James Ursini. The Zombie Film: From White Zombie to World War Z. Applause Theatre & Cinema Books, 2014.",,,https://www.google.com/books/edition/The_Zombie_Film/Ea8JnwEACAAJ?hl=en,https://www.goodreads.com/book/show/18290653-the-zombie-film,http://www.worldcat.org/oclc/855957965,,,zombies,,SILALA2014
The Art of Horror Movies: An Illustrated History,"Jones, Stephen (Ed.)",9781495064845 (hardcover),2017,Applause Theatre & Cinema Books,,http://applausebooks.com/books/9781495064845,"Jones, Stephen, editor. The Art of Horror Movies: An Illustrated History. Applause Theatre & Cinema Books, 2017.",,,https://www.google.com/books/edition/The_Art_of_Horror_Movies/fgymnQAACAAJ?hl=en,https://www.goodreads.com/book/show/34180971-the-art-of-horror-movies,http://www.worldcat.org/oclc/1011613754,,,,,JONSTE2017
Classic Readings on Monster Theory,"Mittman, Asa Simon and Marcus Hensel (Eds.)","9781942401193 (hardcover)
9781641894272 (paperback)
9781942401209 (ebook)",2018,ARC Humanities Press,,https://www.aup.nl/en/book/9781641894272/classic-readings-on-monster-theory,"Mittman, Asa Simon, and Marcus Hensel, editors. Classic Readings on Monster Theory. ARC Humanities Press, 2018.",,,https://www.google.com/books/edition/Classic_Readings_on_Monster_Theory/CPcszQEACAAJ?hl=en,https://www.goodreads.com/book/show/53377221-classic-readings-on-monster-theory,http://www.worldcat.org/oclc/1157049820,,,monsters,,
The Films of Roger Corman: Brilliance on a Budget,"Naha, Ed",9780668053082 (hardcover),1982,Arco Publishing,,Out of print,"Naha, Ed. The Films of Roger Corman: Brilliance on a Budget. Arco, 1982.",,,https://www.google.com/books/edition/The_Films_of_Roger_Corman/S2pZAAAAMAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/930158.The_Films_of_Roger_Corman,http://www.worldcat.org/oclc/924906641,,,Roger Corman,,NAHEDX1982
They Came From Within: A History of Canadian Horror Cinema,"Vatnsdal, Caelum","9781894037532 (paperback, 2014)",2004,ARP Books,"ARP Books (revised ed., 2014)",https://arpbooks.org/Books/T/They-Came-From-Within2,"Vatnsdal, Caelum. They Came From Within: A History of Canadian Horror Cinema. 2004. Revised and updated ed., ARP Books, 2014.","https://archive.org/details/theycamefromwith0000vatn [Internet Archive Lending Library, 2004 ed.]",,https://www.google.com/books/edition/They_Came_from_Within/LwPioAEACAAJ?hl=en,https://www.goodreads.com/book/show/21932343-they-came-from-within,http://www.worldcat.org/oclc/953865968,"Vatnsdal sets out his purpose in the introduction: ""to bring to light the curious phenomenon and colorful history of the Canadian horror movie, and to explore any distinctive national qualities they may or may not possess."" Job done, then. Bankrolled by a generous pot of public funds aimed (with curious imprecision) at building national pride, Canadians in the '70s and '80s made more than their share of horror and exploitation films, including numerous rip-offs of American and European hits. Vatnsdal begins with the repressed demons in 1962's The Mask, moves through the experiments with early '70s schlock (including Ivan Reitman's Cannibal Girls), and spends time with the big Hollywood North classics like Black Christmas, My Bloody Valentine, and Cronenberg's entire ouevre. 

Along the way, Vatnsdal does, eventually, come to understand what Canuck-o-Vision is: a fuzzy glow to the frames, small-town settings, underacting, and those accents! But whatever makes a film ""smell Canadian,"" the country's contribution to horror cinema is legendary, and Vatnsdal's attention to detail to both the high and low art of this period borders on the obsessive (in a good way).","American Mary (2012)
American Nightmare (1983)
The Amityville Curse (1990)
Bad Meat (2011)
Believe (2000)
Black Christmas (1974)
Black Roses (1988)
Bleeders (1997)
Blood & Donuts (1995)
Blood Clan (1990)
Blood Relations (1988)
Blood Symbol (1992)
The Bloody Brood (1959)
Blue Monkey (1987)
The Brain (1988)
The Brood (1979)
The Brotherhood III: Young Demons (2003)
Cannibal Girls (1973)
The Carpenter (1988)
Cathy's Curse (1977)
The Changeling (1980)
City in Panic (1986)
The Clown at Midnight (1999)
The Clown Murders (1976)
The Club (1994)
Corpse Eaters (1974)
Creature of Comfort (1968)
Crowsnest (2012)
Curtains (1983)
The Dark (1993)
The Dark Hours (2005)
Dead Hooker in a Trunk (2009)
Dead Stop (1995)
The Dead Zone (1983)
Deadly Eyes (1982)
Death Ship (1980)
Death Weekend (a.k.a. The House by the Lake) (1976)
Deathdream (a.k.a. Dead of Night, The Night Walk) (1971)
Deranged: Confessions of a Necrophile (1974)
Dracula: Pages from a Virgin's Diary (2002)
The Editor (2014)
Eternal Evil (a.k.a. The Blue Man) (1985)
Evil Breed: The Legend of Samhain (2003)
Evil Judgment (1984)
Father's Day (2011)
Fido (2006)
The Fly (1986)
Food of the Gods II (1989)
Frankenstein on Campus (a.k.a. Flick) (1970) 
Funeral Home (1980)
The Gate (1986)
Gate II: The Trespassers (1990)
Ghostkeeper (1982)
Ginger Snaps (2000)
Ginger Snaps 2: Unleashed (2004)
Graveyard Alive (2003)
Graveyard Shift (1987)
Happy Birthday to Me (1981)
Happy Hell Night (1992)
Haunter (2013)
The Haunting of Julia (a.k.a. Full Circle) (1977)
Hello Mary Lou: Prom Night II (1987)
Hobo with a Shotgun (2011)
Humongous (1982)
The Incubus (1982)
Island of the Dead (2000)
Jack Brooks: Monster Slayer (2007)
Jesus Christ: Vampire Hunter (2001)
The Jitters (1989)
Junior (1984)
The Keeper (1976)
Killer Party (1986)
The Kiss (1988)
Lady of the Lake (1998)
The Last Will and Testament of Rosalind Leigh (2012)
The Little Girl Who Lives Down the Lane (1976)
Live Feed (2006)
The Mangler 2 (2002)
Mark of Cain (1986)
The Mask (a.k.a. Eyes of Hell) (1961)
Massacre Up North (2001)
Matinee (1989)
Micro-Nice (short) (2002)
Murder by Phone (a.k.a. Bells) (1982)
My Bloody Valentine (1981)
A Name for Evil (1973)
The Neighbor (1993)
Night of the Demons 3 (1997)
Of Unknown Origin (1983)
Phobia (1980)
Pin (a.k.a. Pin: A Plastic Nightmare) (1988)
The Pit (1981)
The Playgirl Killer (1966)
Pontypool (2008)
The Possession of Virginia (a.k.a. Le diable est parmi nous) (1972)
Possession: Until Death Do You Part (1987)
Prom Night (1980)
Prom Night III: The Last Kiss (1990)
Prom Night IV: Deliver Us From Evil (1991)
Psychic (1991)
Psycho Girls (1986)
The Pyx (1973)
Rabid (1977)
Reaper (1998)
Red Blooded American Girl (1990)
The Reincarnate (1971)
Relative Fear (a.k.a. The Child) (1994)
Ripper (2001)
Rituals (1977)
Rock 'n' Roll Nightmare (1987)
Sasquatch (a.k.a. The Untold) (2002)
Seizure (1974)
Sexcula (1974)
Shadow of the Hawk (1976)
She Who Must Burn (2015)
Shivers (a.k.a. The Parasite Murders, They Came From Within) (1975)
The Shrine (2010)
Sick (a.k.a. Sick: Survive the Night) (2012)
Skullduggery (1983)
Slashers (a.k.a. $la$her$) (2001)
Smash Cut (2009)
Someone is Watching (2000)
Spasms (1983)
Splice (2009)
Summer's Moon (2009)
Territories (2010)
Terror Train (1980)
Things (1993)
Tomcat: Dangerous Desires (1993)
Twilight Zone: The Movie (1983)
The Uncanny (1977)
The Understudy: Graveyard Shift II (1988)
Videodrome (1983)
The Vindicator (1986)
Visiting Hours (1982)
The Vulture (1966)
Watchers (1988)
Whispers (1990)
The Wisher (2002)
Witchboard III: The Possession (1995)
WolfCop (2014)
Yeti, Giant of the 20th Century (1977)
Zombie Nightmare (1987)","Canada
Canadian
business
exploitation
David Cronenberg
slashers",Yes,
The Hitcher,"Heller-Nicholas, Alexandra",9780993306051 (paperback),2018,Arrow Books,,,"Heller-Nicholas, Alexandra. The Hitcher. Arrow Books, 2018.",,,,https://www.goodreads.com/book/show/39329401-the-hitcher,,,The Hitcher (1986),,,HELNIC2018
"Mythomania: Fantasies, Fables, and Sheer Lies in Contemporary American Popular Art","Welt, Bernard",9780963726438 (paperback),1996,Art Issues Press,,http://www.artissuespress.com/books/mythomania.html,"Welt, Bernard. Mythomania: Fantasies, Fables, and Sheer Lies in Contemporary American Popular Art. Art Issues Press, 1996.","https://archive.org/details/mythomaniafantas00welt [Internet Archive Lending Library]

https://www.academia.edu/27927846/Welt_Jason_Voorhees_RIP [relevant chapter]",,https://www.google.com/books/edition/_/TltQAAAAMAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/1421860.Mythomania,http://www.worldcat.org/oclc/925548091,"As part of this influential collection of essays, Welt offers a guarded defense of ""psycho massacre"" culture with ""Jason Voorhees, R.I.P."" In the piece, Welt credits the Friday the 13th franchise (which was past its ninth installment, at the time) with providing ""true artistry"" in the form of its killer, whose hockey mask is ""one of the most persistent and notorious metonymic devices in movieland, if not in recent popular culture as a whole."" Low art, Welt argues, is still perceived as art, and Jason's mask is thus perceived by eager audiences as instrument, signifier, icon, and fetish, an ""eerily perfect counterpart"" to the 1970s Happy Face.",Friday the 13th (series) (1980-2001),"slashers, Jason Voorhees, family, families",Yes,
"The Cinema of Adventure, Romance & Terror","Turner, George E. (Ed.)",9780935578096 (hardcover),1989,ASC Press,,Out of print,"Turner, George E., editor. The Cinema of Adventure, Romance & Terror. ASC Press, 1989.",,,https://books.google.com/books/about/The_Cinema_of_Adventure_Romance_Terror.html?id=KJ-PQAAACAAJ,https://www.goodreads.com/book/show/1779853.The_Cinema_of_Adventure_Romance_Terror,http://www.worldcat.org/oclc/22731594,,"Dracula (1931)
Frankenstein (1931)
The Hunchback of Notre Dame (1939)
Night of the Hunter (1955)
Rope (1948)",classics,,
Screening Generation X: The Politics and Popular Memory of Youth in Contemporary Cinema,"Lee, Christina","9780754649731 (hardcover)
9780367602949 (paperback)
9781315607887 (ebook)",2010,Ashgate,Routledge (various reprints),https://www.routledge.com/Screening-Generation-X-The-Politics-and-Popular-Memory-of-Youth-in-Contemporary/Lee/p/book/9780367602949,"Lee, Christina. Screening Generation X: The Politics and Popular Memory of Youth in Contemporary Cinema. 2010. Routledge, 2020.",,,https://www.google.com/books/edition/Screening_Generation_X/n7zeCwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/7081106-screening-generation-x,http://www.worldcat.org/oclc/602505897,,Donnie Darko (2001),Generation X,,
The Ashgate Research Companion to Monsters and the Monstrous,"Mittman, Asa Simon and Peter J. Dendle (Eds.)","9781409407546 (hardcover)
9781472418012 (paperback)
9781315241197 (ebook)",2012,Ashgate,Routledge (various reprints),https://www.routledge.com/The-Ashgate-Research-Companion-to-Monsters-and-the-Monstrous/Mittman-Dendle/p/book/9781472418012,"Mittman, Asa Simon, and Peter J. Dendle, editors. The Ashgate Research Companion to Monsters and the Monstrous. 2012. Routledge, 2017.",https://archive.org/details/ashgateresearchc0000mitt [Internet Archive Lending Library],,https://www.google.com/books/edition/The_Ashgate_Research_Companion_to_Monste/x6o0DgAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/18100318-the-ashgate-research-companion-to-monsters-and-the-monstrous,http://www.worldcat.org/oclc/860781186,,"Weinstock, Jeffrey Andrew - Invisible Monsters: Vision, Horror, and Contemporary Culture
・Films TBD",monsters,,
Corporeality and Culture: Bodies in Movement,"Sellberg, Karin; Lena Wånggren; and Kamillea Aghtan (Eds.)","9781472421272 (hardcover)
9781315574363 (ebook)",2015,Ashgate,Routledge (various reprints),https://www.routledge.com/Corporeality-and-Culture-Bodies-in-Movement/Sellberg-Wanggren/p/book/9781472421272,"Sellberg, Karin, et al, editors. Corporeality and Culture: Bodies in Movement. 2015. Routledge, 2016.",https://www.academia.edu/2536457/Mobilising_Affect_Somatic_Empathy_and_the_Cinematic_Body_in_Distress_2015_ [relevant chapter],,https://www.google.com/books/edition/Corporeality_and_Culture/fL21CwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/29513763-corporeality-and-culture,http://www.worldcat.org/oclc/1130837285,"As his contribution to this volume on the connection between culture and bodies (both live and dead), Aldana Reyes furthers the academic discussion on emotional or somatic reactions in film spectatorship. Aldana Reyes makes the point that a identification connection between the viewer and a character in a movie is not necessary for the viewer to sympathize, in a deep, bodily sense, with graphic violence between done to the character. Instead, we, as owners of physical bodies who understand vulnerability, discomfort, pain, identify with the representation of his/her body -- as in the Saw series, when we grimace and turn away at scenes of gore and dismemberment even when reprehensible characters are the victims.","Aldana Reyes, Xavier - Mobilising Affect: Somatic Empathy and the Cinematic Body in Distress
・Paranormal Activity (2007)
・Saw III (2006)
・Saw 3D: The Final Chapter (2010)","body horror, biology, emotions, torture porn, gore, psychoanalysis, cognitive science",,
I Lost it at the Movies,"Kael, Pauline",9780714529752 (paperback),1965,Atlantic Monthly Press,"Marion Boyars (reprints, 1994, 2011)",http://www.marionboyars.co.uk/Amy%20individual%20book%20info/ILostIt.html,"Kael, Pauline. I Lost it at the Movies. 1965. Marion Boyars, 2011.",https://epdf.pub/queue/i-lost-it-at-the-movies-the-films-of-a-decade-praised-and-deplored.html,,https://www.google.com/books/edition/I_Lost_It_at_the_Movies/hoiGxwEACAAJ?hl=en,https://www.goodreads.com/book/show/41362.I_Lost_it_at_the_Movies,http://www.worldcat.org/oclc/732329570,"One of many compendia of the film reviews of Pauline Kael, the longtime New York Times film critic who passed away in 2001. Here, she dips into horror-lite territory with a review of The Innocents (1960), which she deems ""not a great movie, but it's a very good one,"" with affecting visual touches that she attributes to the director Jack Clayton as well as cinematographer Freddie Francis. The beauty they created ""raises our terror to a higher plane than the simple fears of most ghost stories."" Most entertaining, Kael adds some well-earned jibes at fellow critics who savaged or misunderstood the film.",The Innocents (1960),"ghosts, haunting, haunted house, cinematography",,
